00:01:26 |j| Slork
00:02:20 |l| Slork
00:07:42 |j|~Ransei
22:10:54 |html|<div class="infobox"><b>Stats</b>: 76/84/70/126/70/96<br /><b>BST</b>:522<br /><b>Type:</b> Ice/Electric<br /><b>Abilities</b>: Snow Cloak/Cursed Body + Beast Boost<br /><b>Weight</b>: 63.3 kg</div>
22:11:09 |c|$TimeZone|!Fuse Pyukumuku, Deoxys-Defense 
22:11:09 |html|<div class="infobox"><b>Stats</b>: 52/65/145/50/145/47<br /><b>BST</b>:504<br /><b>Type:</b> Water/Psychic<br /><b>Abilities</b>: Innards Out/Unaware + Pressure<br /><b>Weight</b>: 31 kg</div>
22:11:14 |j| anon171
22:11:18 |l| anon171
22:12:07 |c|+Mistress Midnight|!dt memeosaurus rex
22:12:07 |html|<div class="message-error">No Pokémon, item, move, ability or nature named &apos;memeosaurus rex&apos; was found. (Check your spelling?)</div>
22:12:31 |c|$TimeZone|!u Mistress Midnight 
22:12:32 |html|<div class="infobox">No results for <b>"Mistress Midnight "</b>.</div>
22:12:35 |c|$TimeZone|lmao
22:12:36 |l| Pika Xreme
22:12:46 |c|+Mistress Midnight|!u timezone, memes
22:12:47 |html|<div class="infobox">No results for <b>"timezone, memes"</b>.</div>
22:12:50 |c|+Mistress Midnight|wait
22:12:50 |c|$TimeZone|!u Mistress 
22:12:51 |html|<div class="infobox"><b>mistress:</b> Something between a mister and his mattress.</div>
22:12:55 |c|$TimeZone|ofc
22:13:02 |c|+Mistress Midnight|!u memes
22:13:02 |html|<div class="infobox"><b>meme:</b> (noun)   <br />    <br />1 : an idea, belief or belief system, or pattern of behavior that spreads throughout a culture either vertically by cultural inheritance (as by parents to children) or horizontally by cultural acquisition (as by peers, information media, and entertainment media)  <br />    <br />2 : a pervasive thought or thought pattern that replicates itself via cultural mea...</div>
22:13:07 |c|+Mistress Midnight|lol
22:13:09 |c|+Mistress Midnight|!u dank
22:13:10 |html|<div class="infobox"><b>Dank:</b> Also an expression requently used by stoners and hippies for something of high quality.</div>
22:13:10 |c|$TimeZone|Damn
22:13:21 |c|+Mistress Midnight|!u is timezone havs memes
22:13:21 |html|<div class="infobox">No results for <b>"is timezone havs memes"</b>.</div>
22:13:26 |c|+Mistress Midnight|no results lol
22:13:27 |c|+Mistress Midnight|You have no memes
22:13:28 |c|$TimeZone|Omo
22:13:38 |c|$TimeZone|!u Time
22:13:38 |html|<div class="infobox"><b>Time:</b> Nature&apos;s way of keeping everything from happening all at once.</div>
22:13:41 |c|+Mistress Midnight|!u antidisestablishmentarianism
22:13:42 |html|<div class="infobox"><b>Antidisestablishmentarianism:</b> Opposition to the disestablishment of a state religion (i.e., favoring the continued state support of a particular creed), esp.in regard to debates concerning the Church of England in the 19th century.</div>
22:13:47 |c|$TimeZone|lmaoo
22:13:59 |c|+Mistress Midnight|!u ratattat
22:13:59 |html|<div class="infobox">No results for <b>"ratattat"</b>.</div>
22:14:06 |c|+Mistress Midnight|!u ratatatarat
22:14:06 |html|<div class="infobox">No results for <b>"ratatatarat"</b>.</div>
22:14:16 |c|+Mistress Midnight|!u rattarattat
22:14:17 |html|<div class="infobox">No results for <b>"rattarattat"</b>.</div>
22:14:24 |c|+Mistress Midnight|!u thomas jefferson
22:14:25 |html|<div class="infobox"><b>thomas jefferson:</b> Thomas Jefferson is a fucking president, dumbfucks.</div>
22:14:28 |c|+Mistress Midnight|...
22:14:45 |c|+Mistress Midnight|!u george washington
22:14:45 |html|<div class="infobox"><b>george washington:</b> the most [badass] person to ever live, only rivaled by [alexander the great].<br />could crush a wallnut between two fingers.<br />rode past british lines as they reloaded [own]ing most of them with his sword.<br /></div>
22:14:52 |c|+Mistress Midnight|lol
22:14:55 |c|+Mistress Midnight|these descriptions
22:14:58 |c|+Mistress Midnight|!u donald trump
22:14:58 |html|<div class="infobox"><b>Donald Trump:</b> America&apos;s worst president. Ever.</div>
22:15:02 |c|+Mistress Midnight|lol
22:15:05 |c|+Mistress Midnight|!u hillary clinton
22:15:05 |html|<div class="infobox"><b>hillary clinton:</b> Please get serious. If Hitlery thought she&apos;d get my vote for doing it, she&apos;d load AK mags for me while burning incense and money at my Ronald Reagan shrine. </div>
22:15:17 |c|+Mistress Midnight|!u jeffery conwisar
22:15:17 |html|<div class="infobox">No results for <b>"jeffery conwisar"</b>.</div>
22:15:19 |c|+Mistress Midnight|aww
22:15:25 |c|+Mistress Midnight|!u elena leonova
22:15:25 |html|<div class="infobox">No results for <b>"elena leonova"</b>.</div>
22:15:33 |c|+Mistress Midnight|!u skylanders
22:15:33 |html|<div class="infobox"><b>Skylanders:</b> Skylanders. A game that parents would do anything to erase it from existence. It pulls kids in, with these colourful and coo-coo characters, to put them on a plastic toy called the &quot;Portal of Power&quot;. Put the toys on, it sends in game. Sounds like a nice concept, right? But activision took it a step further and made MILLIONS of these characters, that are overpriced. And...</div>
22:15:38 |c|+Mistress Midnight|!u minecraft
22:15:38 |html|<div class="infobox"><b>Minecraft:</b> A [kick ass] game that is being built slowly. The creator is notch, and he programs the game.</div>
22:15:40 |c|+Mistress Midnight|o
22:15:47 |c|+Mistress Midnight|thought there would be a funny discription
22:15:50 |c|+Mistress Midnight|!u badass
22:15:51 |html|<div class="infobox"><b>badass:</b> Ultra-cool motherfucker.</div>
22:15:55 |c|+Mistress Midnight|oo thats nice...
22:15:58 |c|+Mistress Midnight|!u dragon
22:15:58 |html|<div class="infobox"><b>dragon:</b> Possibly the best mythical creature known to this day.</div>
22:16:03 |c|+Mistress Midnight|!u gorgon
22:16:03 |html|<div class="infobox"><b>gorgon:</b> Kittitian&#x2f;antiguan&#x2f;jamaican word to represent a shotta of high status.<br /><br />A caribbean Island Don(Crime Boss)</div>
22:16:09 |c|+Mistress Midnight|!u jamaica
22:16:09 |html|<div class="infobox"><b>Jamaica:</b> A small, independent island country in the West Indies (Caribbean).  Originally a British colony and site of Port Royal, an important naval base and commercial center during colonial times.  The country obtained independence from British rule in 1962.  Currently famous for [ganja], [reggae] music, the [Rastafarian] ([rasta]) religion, and [jerk cooking].  Home to a population of 3 ...</div>
22:16:14 |c|+Mistress Midnight|!u haiti
22:16:14 |html|<div class="infobox"><b>Haiti:</b> located on the island of hispaniola next to the dominican republic. French and haitian creole are the most spoken languages there. Not only black people live there. there are people of different shades there too.</div>
22:16:18 |c|+Mistress Midnight|!u kush
22:16:19 |html|<div class="infobox"><b>Kush:</b> A high grade strand of marijuana.</div>
22:16:21 |c|+Mistress Midnight|!u kish
22:16:21 |html|<div class="infobox"><b>Kish:</b> Means to go, leave or just get out</div>
22:16:24 |c|+Mistress Midnight|!u kash
22:16:24 |html|<div class="infobox"><b>Kash:</b> 1. One of the elite.<br />2. Sarcastic sons of bitches.</div>
22:16:29 |c|+Mistress Midnight|!u kosh
22:16:29 |html|<div class="infobox"><b>kosh:</b> [OK] or fine.  The word is shortened from kosher, a word meaning blessed by a rabbi.  If something is kosher, it&apos;s acceptable, and kosh is simply short for kosher.</div>
22:16:32 |c|+Mistress Midnight|!u kysh
22:16:32 |html|<div class="infobox">No results for <b>"kysh"</b>.</div>
22:17:00 |c|+Mistress Midnight|time zone you still there?
22:17:08 |c|+Mistress Midnight|!fuse jirachi, greninja
22:17:08 |html|<div class="infobox"><b>Stats</b>: 86/97/83/101/85/111<br /><b>BST</b>:563<br /><b>Type:</b> Steel/Water<br /><b>Abilities</b>: Serene Grace + Torrent<br /><b>Weight</b>: 20.55 kg</div>
22:17:17 |c|+Mistress Midnight|!fuse jirachi, arceu
22:17:17 |html|<div class="message-error">Error: Pokemon not found</div>
22:17:18 |c|+Mistress Midnight|!fuse jirachi, arceus
22:17:18 |html|<div class="infobox"><b>Stats</b>: 110/110/110/110/110/110<br /><b>BST</b>:660<br /><b>Type:</b> Steel/Normal<br /><b>Abilities</b>: Serene Grace + Multitype<br /><b>Weight</b>: 160.55 kg</div>
22:17:26 |c|+Mistress Midnight|!fuse jirachi, kartana
22:17:26 |html|<div class="infobox"><b>Stats</b>: 79/140/115/79/65/104<br /><b>BST</b>:582<br /><b>Type:</b> Steel/Grass<br /><b>Abilities</b>: Serene Grace + Beast Boost<br /><b>Weight</b>: 0.6000000000000001 kg</div>
22:17:35 |c|+Mistress Midnight|!fuse jirachi, dhelmise
22:17:35 |html|<div class="infobox"><b>Stats</b>: 85/115/100/93/95/70<br /><b>BST</b>:558<br /><b>Type:</b> Steel/Ghost<br /><b>Abilities</b>: Serene Grace + Steelworker<br /><b>Weight</b>: 105.55 kg</div>
22:17:42 |userstats|total:12|guests:3| :7|+:1|$:1|%:0|@:1|*:2|★:0|#:0|&:0|~:0|⚔:0
22:17:46 |c|+Mistress Midnight|!fuse jirachi, pheromosa
22:17:46 |html|<div class="infobox"><b>Stats</b>: 85/118/68/118/68/125<br /><b>BST</b>:582<br /><b>Type:</b> Steel/Bug<br /><b>Abilities</b>: Serene Grace + Beast Boost<br /><b>Weight</b>: 13.05 kg</div>
22:18:06 |c|+Mistress Midnight|!fuse rotom-wash, pheromosa
22:18:06 |html|<div class="infobox"><b>Stats</b>: 60/101/72/121/72/118<br /><b>BST</b>:544<br /><b>Type:</b> Electric/Bug<br /><b>Abilities</b>: Levitate + Beast Boost<br /><b>Weight</b>: 12.65 kg</div>
22:18:22 |c|+Mistress Midnight|!fuse breloom, pheromosa
22:18:22 |html|<div class="infobox"><b>Stats</b>: 65/133/58/98/48/110<br /><b>BST</b>:512<br /><b>Type:</b> Grass/Bug<br /><b>Abilities</b>: Effect Spore/Poison Heal/Technician + Beast Boost<br /><b>Weight</b>: 32.1 kg</div>
22:18:31 |c|+Mistress Midnight|!fuse gyarados, pheromosa
22:18:31 |html|<div class="infobox"><b>Stats</b>: 83/131/58/98/68/116<br /><b>BST</b>:554<br /><b>Type:</b> Water/Bug<br /><b>Abilities</b>: Intimidate/Moxie + Beast Boost<br /><b>Weight</b>: 130 kg</div>
22:18:39 |j| ImLittleBob💜
22:18:47 |l| ImLittleBob💜
22:18:57 |c|+Mistress Midnight|!fuse weavile, pheromosa
22:18:57 |html|<div class="infobox"><b>Stats</b>: 70/128/51/91/61/138<br /><b>BST</b>:539<br /><b>Type:</b> Dark/Bug<br /><b>Abilities</b>: Pressure/Pickpocket + Beast Boost<br /><b>Weight</b>: 29.5 kg</div>
22:19:17 |c|+Mistress Midnight|!fuse zekrom, pheromosa
22:19:17 |html|<div class="infobox"><b>Stats</b>: 85/143/78/128/68/120<br /><b>BST</b>:622<br /><b>Type:</b> Dragon/Bug<br /><b>Abilities</b>: Teravolt + Beast Boost<br /><b>Weight</b>: 185 kg</div>
22:19:20 |c|+Mistress Midnight|ooo
22:19:28 |c|+Mistress Midnight|!fuse yveltal, pheromosa
22:19:28 |html|<div class="infobox"><b>Stats</b>: 98/134/66/134/67/125<br /><b>BST</b>:624<br /><b>Type:</b> Dark/Bug<br /><b>Abilities</b>: Dark Aura + Beast Boost<br /><b>Weight</b>: 114 kg</div>
22:21:20 |c|+Mistress Midnight|!fuse dugtrio, zekrom
22:21:20 |html|<div class="infobox"><b>Stats</b>: 67/125/85/85/85/105<br /><b>BST</b>:552<br /><b>Type:</b> Ground/Dragon<br /><b>Abilities</b>: Sand Veil/Arena Trap/Sand Force + Teravolt<br /><b>Weight</b>: 189.15 kg</div>
22:21:37 |c|+Mistress Midnight|!fuse dugtrio, deoxys-attack
22:21:37 |html|<div class="infobox"><b>Stats</b>: 42/140/35/115/45/135<br /><b>BST</b>:512<br /><b>Type:</b> Ground/Psychic<br /><b>Abilities</b>: Sand Veil/Arena Trap/Sand Force + Pressure<br /><b>Weight</b>: 47.05 kg</div>
22:22:35 |c|+Mistress Midnight|!fuse hoopa-unbound, deoxys-attack
22:22:35 |html|<div class="infobox"><b>Stats</b>: 65/170/40/175/75/115<br /><b>BST</b>:640<br /><b>Type:</b> Psychic<br /><b>Abilities</b>: Magician + Pressure<br /><b>Weight</b>: 275.4 kg</div>
22:22:47 |c|+Mistress Midnight|!fuse jirachi, deoxys-attack
22:22:47 |html|<div class="infobox"><b>Stats</b>: 75/140/60/140/60/125<br /><b>BST</b>:600<br /><b>Type:</b> Steel/Psychic<br /><b>Abilities</b>: Serene Grace + Pressure<br /><b>Weight</b>: 30.95 kg</div>
22:25:39 |j| anon171
22:27:08 |n| Shadow of Onyx|mistressmidnight
22:27:16 |n| Shadow of Onyx|shadowofonyx
22:27:28 |n| Psyonic Envoy|shadowofonyx
22:27:38 |n| Psyonic Envoy|psyonicenvoy
22:27:47 |n|+Mistress Midnight|psyonicenvoy
22:27:51 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22289
22:29:47 |l|@Ebhainia
22:29:56 |c|+Mistress Midnight|!fuse dialga, arceus
22:29:56 |html|<div class="infobox"><b>Stats</b>: 110/120/120/135/110/105<br /><b>BST</b>:700<br /><b>Type:</b> Steel/Normal<br /><b>Abilities</b>: Pressure/Telepathy + Multitype<br /><b>Weight</b>: 501.5 kg</div>
22:30:07 |c|+Mistress Midnight|!fuse giratina-origin, lunala
22:30:07 |html|<div class="infobox"><b>Stats</b>: 143/116/94/128/103/93<br /><b>BST</b>:677<br /><b>Type:</b> Ghost/Psychic<br /><b>Abilities</b>: Levitate + Shadow Shield<br /><b>Weight</b>: 385 kg</div>
22:30:13 |c|+Mistress Midnight|!fuse giratina-origin, lugia
22:30:13 |html|<div class="infobox"><b>Stats</b>: 128/105/115/105/127/100<br /><b>BST</b>:680<br /><b>Type:</b> Ghost/Psychic<br /><b>Abilities</b>: Levitate + Pressure<br /><b>Weight</b>: 433 kg</div>
22:30:38 |c|+Mistress Midnight|!fuse lunala, mewtwo
22:30:38 |html|<div class="infobox"><b>Stats</b>: 121/111/89/145/98/113<br /><b>BST</b>:677<br /><b>Type:</b> Psychic<br /><b>Abilities</b>: Shadow Shield + Pressure<br /><b>Weight</b>: 121 kg</div>
22:31:02 |c|+Mistress Midnight|!fuse shaymin-sky, deoxys-attack
22:31:02 |html|<div class="infobox"><b>Stats</b>: 75/141/47/150/47/138<br /><b>BST</b>:598<br /><b>Type:</b> Grass/Psychic<br /><b>Abilities</b>: Serene Grace + Pressure<br /><b>Weight</b>: 33 kg</div>
22:31:28 |c|+Mistress Midnight|!fuse shaymin-sky, xerneas
22:31:28 |html|<div class="infobox"><b>Stats</b>: 113/117/85/125/86/113<br /><b>BST</b>:639<br /><b>Type:</b> Grass/Fairy<br /><b>Abilities</b>: Serene Grace + Fairy Aura<br /><b>Weight</b>: 110.1 kg</div>
22:31:41 |c|+Mistress Midnight|!fuse shaymin-sky, reshiram
22:31:41 |html|<div class="infobox"><b>Stats</b>: 100/111/87/135/97/108<br /><b>BST</b>:638<br /><b>Type:</b> Grass/Dragon<br /><b>Abilities</b>: Serene Grace + Turboblaze<br /><b>Weight</b>: 167.6 kg</div>
22:31:49 |c|+Mistress Midnight|!fuse shaymin-sky, mewtwo
22:31:49 |html|<div class="infobox"><b>Stats</b>: 103/106/82/137/82/128<br /><b>BST</b>:638<br /><b>Type:</b> Grass/Psychic<br /><b>Abilities</b>: Serene Grace + Pressure<br /><b>Weight</b>: 63.6 kg</div>
22:32:04 |c|$TimeZone|Fml
22:32:07 |c|+Mistress Midnight|what
22:32:19 |c|$TimeZone|Nothing  *_*
22:32:23 |c|$TimeZone|Just 
22:32:29 |c|$TimeZone|Have to wait for the update 
22:32:36 |c|+Mistress Midnight|what updte
22:33:01 |c|$TimeZone|where you can choose your donor's secondary abilities 
22:33:03 |c|$TimeZone|In fuse
22:33:09 |c|+Mistress Midnight|oh that will be op
22:33:09 |c|$TimeZone|and something with typing 
22:33:29 |c|+Mistress Midnight|!fuse serperior, shaymin-sky
22:33:29 |html|<div class="infobox"><b>Stats</b>: 87/89/85/97/85/120<br /><b>BST</b>:563<br /><b>Type:</b> Grass<br /><b>Abilities</b>: Overgrow/Contrary + Serene Grace<br /><b>Weight</b>: 34.1 kg</div>
22:33:39 |c|+Mistress Midnight|that isntthat bad
22:33:42 |c|+Mistress Midnight|!fuse serperior, shaymin-sky,shiny
22:33:42 |html|<div class="infobox"><b>Stats</b>: 87/89/85/97/85/120<br /><b>BST</b>:563<br /><b>Type:</b> Grass/Flying<br /><b>Abilities</b>: Overgrow/Contrary + Serene Grace<br /><b>Weight</b>: 34.1 kg</div>
22:33:49 |c|$TimeZone|Probably 
22:33:51 |c|$TimeZone|hm
22:34:02 |c|$TimeZone|Leaf storm  + slash had
22:34:03 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22291
22:34:06 |c|$TimeZone|is what I see
22:34:14 |c|$TimeZone|hax*
22:35:57 |c|$TimeZone|!Fuse Tapu Lele, Deoxys-Attack
22:35:57 |html|<div class="infobox"><b>Stats</b>: 60/132/47/155/67/122<br /><b>BST</b>:583<br /><b>Type:</b> Psychic<br /><b>Abilities</b>: Psychic Surge/Telepathy + Pressure<br /><b>Weight</b>: 39.7 kg</div>
22:36:01 |c|$TimeZone|o..O
22:36:14 |c|$TimeZone|I get the concept 
22:36:19 |c|$TimeZone|prior cockblock 
22:36:49 |c|$TimeZone|Just something you don't "try"
22:36:52 |c|$TimeZone|lol
22:36:54 |c|+Mistress Midnight|ARE you kidding  e
22:36:59 |c|+Mistress Midnight|....
22:37:06 |c|$TimeZone|o;
22:37:13 |c|+Mistress Midnight|it lived with one hp
22:37:17 |c|+Mistress Midnight|percent of hp
22:37:20 |c|$TimeZone|lmao
22:37:34 |c|+Mistress Midnight|!fuse tapu bulu, pheromosa
22:37:34 |html|<div class="infobox"><b>Stats</b>: 70/133/76/111/66/113<br /><b>BST</b>:569<br /><b>Type:</b> Grass/Bug<br /><b>Abilities</b>: Grassy Surge/Telepathy + Beast Boost<br /><b>Weight</b>: 35.25 kg</div>
22:37:39 |c|+Mistress Midnight|this could work
22:38:32 |c|$TimeZone|o;
22:38:57 |c|$TimeZone|!Fuse pyukumuku, Klefki 
22:38:57 |html|<div class="infobox"><b>Stats</b>: 56/70/110/55/108/40<br /><b>BST</b>:439<br /><b>Type:</b> Water/Steel<br /><b>Abilities</b>: Innards Out/Unaware + Prankster<br /><b>Weight</b>: 2.1 kg</div>
22:39:04 |c|$TimeZone|Prankster dual screens ?
22:39:06 |c|+Mistress Midnight|ive done that before
22:39:08 |c|+Mistress Midnight|Exactly
22:39:10 |c|+Mistress Midnight|Well
22:39:12 |c|+Mistress Midnight|One of that variant
22:39:24 |c|$TimeZone|Klefki has spikes to
22:39:35 |c|$TimeZone|Magnetise lol
22:39:42 |c|$TimeZone|or w.e it's called 
22:39:44 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22292
22:40:19 |j| lpetersen
22:41:30 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22293
22:41:34 |c|$TimeZone|lmao
22:41:57 |j| yveltalsdoom
22:42:12 |c|+Mistress Midnight|something got messed up
22:43:22 |j|#Snaquaza
22:43:39 |c|+Mistress Midnight|snaquaza
22:43:44 |c|+Mistress Midnight|wait
22:43:48 |c|+Mistress Midnight|oh nvm!
22:44:07 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22296
22:44:08 |c|+Mistress Midnight|!
22:44:10 |c|+Mistress Midnight|This will work now
22:44:36 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22297
22:44:37 |c|+Mistress Midnight|Now
22:45:09 |j| PorygonDrew
22:45:47 |c|+Mistress Midnight|Works so op
22:46:39 |c|+Mistress Midnight|darmnitan zen is actually pretty good
22:47:25 |c|+Mistress Midnight|!fuse darmnitan, registeel
22:47:25 |html|<div class="message-error">Error: Pokemon not found</div>
22:47:29 |c|+Mistress Midnight|!fuse darmanitan, registeel
22:47:29 |html|<div class="infobox"><b>Stats</b>: 92/107/102/52/102/72<br /><b>BST</b>:527<br /><b>Type:</b> Fire/Steel<br /><b>Abilities</b>: Sheer Force/Zen Mode + Clear Body<br /><b>Weight</b>: 148.95 kg</div>
22:47:35 |c| yveltalsdoom|hello
22:47:38 |c|+Mistress Midnight|hello
22:47:55 |c|+Mistress Midnight|im looking into some of the most powerful sweeppers in ff
22:47:59 |c| yveltalsdoom|hows it going
22:48:05 |c| yveltalsdoom|in ff?
22:48:08 |c| yveltalsdoom|final fanasty?
22:48:29 |c|+Mistress Midnight|Frantic Fusions oOo
22:48:56 |c| yveltalsdoom|oh
22:48:57 |c| yveltalsdoom|lol
22:49:00 |c|+Mistress Midnight|!fuse tapu koko, xurkitree
22:49:00 |html|<div class="infobox"><b>Stats</b>: 76/102/78/134/73/106<br /><b>BST</b>:569<br /><b>Type:</b> Electric<br /><b>Abilities</b>: Electric Surge/Telepathy + Beast Boost<br /><b>Weight</b>: 60.25 kg</div>
22:49:05 |c| yveltalsdoom|man
22:49:07 |c| yveltalsdoom|oh yeah
22:49:13 |c| yveltalsdoom|i tried that set its OP
22:49:15 |c|+Mistress Midnight|!fuse tapu koko, zekrom
22:49:15 |html|<div class="infobox"><b>Stats</b>: 85/132/102/107/87/110<br /><b>BST</b>:623<br /><b>Type:</b> Electric/Dragon<br /><b>Abilities</b>: Electric Surge/Telepathy + Teravolt<br /><b>Weight</b>: 182.75 kg</div>
22:49:19 |c|+Mistress Midnight|meh
22:49:28 |c|+Mistress Midnight|Im just dt ing things ive already done
22:49:43 |c| PorygonDrew|anybpdy want to do an automagic battle?
22:49:53 |c|+Mistress Midnight|I honestly dont like automagic
22:49:57 |c|+Mistress Midnight|Got bored of it like
22:50:01 |c|+Mistress Midnight|1 turn in l ol
22:53:21 |c| yveltalsdoom|ill do automagic
22:53:24 |c| yveltalsdoom|just challenge me
22:53:47 |c| yveltalsdoom|frantic fusions sucks no offence its overated and overpowered and unfair
22:54:01 |c|+Mistress Midnight|lol
22:54:05 |c|+Mistress Midnight|You should see cross evolution
22:54:22 |c|+Mistress Midnight|-crossevo electabuzz, lunala
22:54:22 |c|*BatterBotto| __Electabuzz__ ===> __Lunala__: Stats:159/167/15/203/61/165 Abilities:Shadow Shield Type:Electric/Ghost
22:55:30 |c|$TimeZone|Unfair
22:55:35 |c|$TimeZone|No such thing 
22:55:36 |c|$TimeZone|Anyways
22:55:41 |c|$TimeZone|look at BH
22:55:42 |c|+Mistress Midnight|what do you mean
22:55:45 |c|+Mistress Midnight|lol
22:55:47 |c|+Mistress Midnight|look at custom
22:55:51 |c|$TimeZone|^
22:55:54 |c|+Mistress Midnight|actually no
22:55:58 |c|+Mistress Midnight|Look at ei hackmons on this server
22:56:00 |c|+Mistress Midnight|Its glitched
22:56:02 |c|+Mistress Midnight|and broken
22:56:10 |c|$TimeZone|Lmao
22:56:21 |c|+Mistress Midnight|!fuse kyurem-black, rampardos
22:56:21 |html|<div class="infobox"><b>Stats</b>: 111/167/80/92/70/76<br /><b>BST</b>:596<br /><b>Type:</b> Dragon/Rock<br /><b>Abilities</b>: Teravolt + Mold Breaker<br /><b>Weight</b>: 213.75 kg</div>
22:56:36 |c|+Mistress Midnight|!fuse kyurem-black, groudon
22:56:36 |html|<div class="infobox"><b>Stats</b>: 112/160/120/110/90/92<br /><b>BST</b>:684<br /><b>Type:</b> Dragon/Ground<br /><b>Abilities</b>: Teravolt + Drought<br /><b>Weight</b>: 637.5 kg</div>
22:56:40 |c|+Mistress Midnight|meh not bad
22:56:51 |c|$TimeZone|!Fuse Lycanroc, Kyurem-Black
22:56:51 |html|<div class="infobox"><b>Stats</b>: 100/142/82/87/77/103<br /><b>BST</b>:591<br /><b>Type:</b> Rock/Dragon<br /><b>Abilities</b>: Keen Eye/Sand Rush/Steadfast + Teravolt<br /><b>Weight</b>: 175 kg</div>
22:56:54 |c|+Mistress Midnight|!fuse groudon, pheromosa
22:56:54 |html|<div class="infobox"><b>Stats</b>: 85/143/88/118/63/120<br /><b>BST</b>:617<br /><b>Type:</b> Ground/Bug<br /><b>Abilities</b>: Drought + Beast Boost<br /><b>Weight</b>: 487.5 kg</div>
22:57:00 |c|+Mistress Midnight|that isnt so bad either
22:57:04 |c|$TimeZone|fuck them psychic terrianj users 
22:57:07 |c|+Mistress Midnight|lol
22:57:23 |c|+Mistress Midnight|!fuse blaziken, groudon
22:57:23 |html|<div class="infobox"><b>Stats</b>: 90/135/105/105/80/85<br /><b>BST</b>:600<br /><b>Type:</b> Fire/Ground<br /><b>Abilities</b>: Blaze/Speed Boost + Drought<br /><b>Weight</b>: 501 kg</div>
22:57:26 |c|+Mistress Midnight|!fuse blaziken, pheromosa
22:57:26 |html|<div class="infobox"><b>Stats</b>: 75/128/53/123/53/115<br /><b>BST</b>:547<br /><b>Type:</b> Fire/Bug<br /><b>Abilities</b>: Blaze/Speed Boost + Beast Boost<br /><b>Weight</b>: 38.5 kg</div>
22:57:45 |c|+Mistress Midnight|!fuse pheromosa, kyurem-black
22:57:45 |html|<div class="infobox"><b>Stats</b>: 98/153/68/128/63/123<br /><b>BST</b>:633<br /><b>Type:</b> Bug/Dragon<br /><b>Abilities</b>: Beast Boost + Teravolt<br /><b>Weight</b>: 175 kg</div>
22:58:09 |c|$TimeZone|That's p fast still
22:58:21 |c|$TimeZone|better than bug/ice o.k
22:58:26 |c|+Mistress Midnight|lol
22:58:26 |c|$TimeZone|!Fuse bug, ice
22:58:26 |html|<div class="message-error">Error: Pokemon not found</div>
22:58:29 |c|$TimeZone|I mean
22:58:36 |c|$TimeZone|!Weak bug, ice
22:58:36 |html|<div class="infobox">Bug/Ice:<br /><span class="message-effect-weak">Weaknesses</span>: <b>Fire</b>, Flying, <b>Rock</b>, Steel<br /><span class="message-effect-resist">Resistances</span>: Grass, Ground, Ice<br /><span class="message-effect-immune">Immunities</span>: <font color=#999999>None</font></div>
22:58:37 |c|+Mistress Midnight|!weakness ice bug
22:58:37 |html|<div class="infobox">Ice/Bug:<br /><span class="message-effect-weak">Weaknesses</span>: <b>Fire</b>, Flying, <b>Rock</b>, Steel<br /><span class="message-effect-resist">Resistances</span>: Grass, Ground, Ice<br /><span class="message-effect-immune">Immunities</span>: <font color=#999999>None</font></div>
22:58:39 |c|$TimeZone|lmaoo
22:58:41 |c|$TimeZone|Sniped
22:58:44 |c|+Mistress Midnight|!coverage ice bug
22:58:44 |html|<div class="message-error">No type or move &apos;ice bug&apos; found.</div>
22:59:02 |c|+Mistress Midnight|!coverage ice, bug
22:59:02 |html|<div class="infobox">Coverage for Ice + Bug:<br /><b><font color=#559955>Super Effective</font></b>: Dark, Dragon, Flying, Grass, Ground, Psychic<br /><span class="message-effect-resist">Neutral</span>: Bug, Electric, Fairy, Fighting, Ghost, Ice, Normal, Poison, Rock, Water<br /><span class="message-effect-weak">Resists</span>: Fire, Steel<br /><span class="message-effect-immune">Immunities</span>: <font color=#999999>None</font></div>
22:59:05 |c|+Mistress Midnight|meh 
22:59:14 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22303
22:59:14 |c|$TimeZone|ohai Heatran
22:59:16 |c|+Mistress Midnight|check the power
22:59:24 |c|+Mistress Midnight|im doing so brutal stuff
22:59:26 |c|+Mistress Midnight|No stat
22:59:30 |c|+Mistress Midnight|Raw power sweppers
23:00:38 |c|$TimeZone|ouchies 
23:00:44 |c|+Mistress Midnight|http://dragonheaven.psim.us/battle-gen7franticfusionsubers-22304
23:00:46 |c|$TimeZone|!BNB xatu 
23:00:46 |html|<div class="infobox">Xatu in Bad 'n Boosted: <br /> 130/75/140/95/140/95</div>
23:00:52 |c|+Mistress Midnight|!bnb yo face
23:00:52 |html|<div class="message-error">Error: Pokemon not found.</div>
23:00:57 |c|$TimeZone|I might d BNB again 
23:00:59 |c|$TimeZone|Thanks
23:01:03 |j| Pika Xreme
23:01:09 |j|+smellslikememe
